kode_kecamatan,kode_kabupaten,kode_provinsi,name
15,05,71,Kumelembuai
16,05,71,Maesaan
17,05,71,Amurang Barat
18,05,71,Amurang Timur
19,05,71,Tatapaan
21,05,71,Motoling Barat
22,05,71,Motoling Timur
23,05,71,Suluun Tareran
01,06,71,Kema
02,06,71,Kauditan
03,06,71,Airmadidi
04,06,71,Wori
05,06,71,Dimembe
06,06,71,Likupang Barat
07,06,71,Likupang Timur
08,06,71,Kalawat
09,06,71,Talawaan
10,06,71,Likupang Selatan
01,07,71,Ratahan
02,07,71,Pusomaen
03,07,71,Belang
04,07,71,Ratatotok
05,07,71,Tombatu
06,07,71,Touluaan
07,07,71,Touluaan Selatan
08,07,71,Silian Raya
09,07,71,Tombatu Timur
10,07,71,Tombatu Utara
11,07,71,Pasan
12,07,71,Ratahan Timur
01,08,71,Sangkub
02,08,71,Bintauna
03,08,71,Bolangitang Timur (Bolang Itang Timur)
04,08,71,Bolangitang Barat (Bolang Itang Barat)
05,08,71,Kaidipang
06,08,71,Pinogaluman
01,09,71,Siau Timur
02,09,71,Siau Barat
03,09,71,Tagulandang
04,09,71,Siau Timur Selatan
05,09,71,Siau Barat Selatan
06,09,71,Tagulandang Utara
07,09,71,Biaro
08,09,71,Siau Barat Utara
09,09,71,Siau Tengah
10,09,71,Tagulandang Selatan
01,10,71,Tutuyan
02,10,71,Kotabunan
03,10,71,Nuangan
04,10,71,Modayag
05,10,71,Modayag Barat
06,10,71,Motongkad
07,10,71,Mooat
01,11,71,Bolaang Uki
02,11,71,Posigadan
03,11,71,Pinolosian
04,11,71,Pinolosian Tengah
05,11,71,Pinolosian Timur
06,11,71,Helumo
07,11,71,Tomini
01,71,71,Bunaken
02,71,71,Tuminting (Tuminiting)
03,71,71,Singkil
04,71,71,Wenang
05,71,71,Tikala
06,71,71,Sario
07,71,71,Wanea
08,71,71,Mapanget
09,71,71,Malalayang
10,71,71,Bunaken Kepulauan
11,71,71,Paal Dua
01,72,71,Lembeh Selatan (Bitung Selatan)
02,72,71,Madidir (Bitung Tengah)
03,72,71,Ranowulu (Bitung Utara)
04,72,71,Aertembaga (Bitung Timur)
05,72,71,Matuari (Bitung Barat)
06,72,71,Girian
07,72,71,Maesa
08,72,71,Lembeh Utara
01,73,71,Tomohon Selatan
02,73,71,Tomohon Tengah
03,73,71,Tomohon Utara
04,73,71,Tomohon Barat
05,73,71,Tomohon Timur
01,74,71,Kotamobagu Utara
02,74,71,Kotamobagu Timur
03,74,71,Kotamobagu Selatan
04,74,71,Kotamobagu Barat
01,01,72,Batui
02,01,72,Bunta
03,01,72,Kintom
04,01,72,Luwuk
05,01,72,Lamala
06,01,72,Balantak
07,01,72,Pagimana
08,01,72,Bualemo (Boalemo)
09,01,72,Toili
10,01,72,Masama
11,01,72,Luwuk Timur
12,01,72,Toili Barat
13,01,72,Nuhon
14,01,72,Moilong
15,01,72,Batui Selatan
16,01,72,Lobu
17,01,72,Simpang Raya
18,01,72,Balantak Selatan
19,01,72,Balantak Utara
20,01,72,Luwuk Selatan
21,01,72,Luwuk Utara
22,01,72,Mantoh
23,01,72,Nambo
01,02,72,Poso Kota
02,02,72,Poso Pesisir
03,02,72,Lage
04,02,72,Pamona Puselemba
05,02,72,Pamona Timur
06,02,72,Pamona Selatan
07,02,72,Lore Utara
08,02,72,Lore Tengah
09,02,72,Lore Selatan
18,02,72,Poso Pesisir Utara
19,02,72,Poso Pesisir Selatan
20,02,72,Pamona Barat
21,02,72,Poso Kota Selatan
22,02,72,Poso Kota Utara
23,02,72,Lore Barat
24,02,72,Lore Timur
25,02,72,Lore Piore
26,02,72,Pamona Tenggara
27,02,72,Pamona Utara
04,03,72,Rio Pakava
06,03,72,Dampelas
08,03,72,Banawa
09,03,72,Labuan
10,03,72,Sindue
11,03,72,Sirenja
12,03,72,Balaesang
14,03,72,Sojol
18,03,72,Banawa Selatan
19,03,72,Tanantovea
21,03,72,Pinembani (Panembani)
24,03,72,Sindue Tombusabora
25,03,72,Sindue Tobata
27,03,72,Banawa Tengah
30,03,72,Sojol Utara
31,03,72,Balaesang Tanjung
01,04,72,Dampal Selatan
02,04,72,Dampal Utara
03,04,72,Dondo
04,04,72,Basidondo
05,04,72,Ogodeide
06,04,72,Lampasio
07,04,72,Baolan
08,04,72,Galang
09,04,72,Toli-Toli Utara (Tolitoli Utara)
10,04,72,Dako Pemean (Dako Pamean)
01,05,72,Momunu
02,05,72,Lakea (Lipunoto)
03,05,72,Bokat
04,05,72,Bunobogu
05,05,72,Paleleh
06,05,72,Biau
07,05,72,Tiloan
08,05,72,Bukal
09,05,72,Gadung
10,05,72,Karamat
11,05,72,Paleleh Barat
05,06,72,Bungku Tengah
06,06,72,Bungku Selatan
07,06,72,Menui Kepulauan
08,06,72,Bungku Barat
09,06,72,Bumi Raya
10,06,72,Bahodopi
12,06,72,Wita Ponda
15,06,72,Bungku Pesisir
18,06,72,Bungku Timur
03,07,72,Totikum (Totikung)
04,07,72,Tinangkung
05,07,72,Liang
06,07,72,Bulagi
07,07,72,Buko
09,07,72,Bulagi Selatan
11,07,72,Tinangkung Selatan
15,07,72,Totikum Selatan
16,07,72,Peling Tengah
17,07,72,Bulagi Utara
18,07,72,Buko Selatan
19,07,72,Tinangkung Utara
01,08,72,Parigi
02,08,72,Ampibabo
03,08,72,Tinombo
04,08,72,Moutong
05,08,72,Tomini
06,08,72,Sausu
07,08,72,Bolano Lambunu
08,08,72,Kasimbar
09,08,72,Torue
10,08,72,Tinombo Selatan
11,08,72,Parigi Selatan
12,08,72,Mepanga
13,08,72,Toribulu
14,08,72,Taopa
15,08,72,Balinggi
16,08,72,Parigi Barat
17,08,72,Siniu
18,08,72,Palasa
19,08,72,Parigi Utara
20,08,72,Parigi Tengah
21,08,72,Bolano
22,08,72,Ongka Malino
23,08,72,Sidoan
01,09,72,Una Una
02,09,72,Togean
03,09,72,Walea Kepulauan
04,09,72,Ampana Tete
05,09,72,Ampana Kota
06,09,72,Ulubongka
07,09,72,Tojo Barat
08,09,72,Tojo
09,09,72,Walea Besar
10,09,72,Ratolindo
11,09,72,Batudaka
12,09,72,Talatako
01,10,72,Sigi Biromaru
02,10,72,Palolo
03,10,72,Nokilalaki
04,10,72,Lindu
05,10,72,Kulawi
06,10,72,Kulawi Selatan
07,10,72,Pipikoro
08,10,72,Gumbasa
09,10,72,Dolo Selatan
10,10,72,Tanambulava
11,10,72,Dolo Barat
12,10,72,Dolo
13,10,72,Kinovaro
14,10,72,Marawola
15,10,72,Marawola Barat
01,11,72,Banggai
02,11,72,Banggai Utara
03,11,72,Bokan Kepulauan
04,11,72,Bangkurung
05,11,72,Labobo
06,11,72,Banggai Selatan
07,11,72,Banggai Tengah
01,12,72,Petasia
02,12,72,Petasia Timur
03,12,72,Lembo Raya
04,12,72,Lembo
05,12,72,Mori Atas
06,12,72,Mori Utara
07,12,72,Soyo Jaya
08,12,72,Bungku Utara
09,12,72,Mamosalato
10,12,72,Petasia Barat
01,71,72,Palu Timur
02,71,72,Palu Barat
03,71,72,Palu Selatan
04,71,72,Palu Utara
05,71,72,Ulujadi
06,71,72,Tatanga
07,71,72,Tawaeli
08,71,72,Mantikulore
01,01,73,Benteng
02,01,73,Bontoharu
03,01,73,Bontomatene
04,01,73,Bontomanai
05,01,73,Bontosikuyu
06,01,73,Pasimasunggu (Pasimassunggu)
07,01,73,Pasimarannu
08,01,73,Taka Bonerate (Takabonerate)
09,01,73,Pasilambena
10,01,73,Pasimasunggu Timur
11,01,73,Buki
01,02,73,"Gantarang (Gantorang, Gangking)"
02,02,73,Ujung Bulu
03,02,73,Bonto Bahari
04,02,73,Bonto Tiro (Bontotiro)
05,02,73,Herlang (Hero Lange Lange)
06,02,73,Kajang
07,02,73,Bulukumpa (Bulukumba)
08,02,73,Kindang
09,02,73,Ujungloe (Ujung Loe)
10,02,73,Rilauale (Rilau Ale)
01,03,73,Bissappu
02,03,73,Bantaeng
03,03,73,Eremerasa
04,03,73,Tompo Bulu (Tompobulu)
05,03,73,Pajukukang
06,03,73,Uluere
07,03,73,Gantarang Keke (Gantareng Keke)
08,03,73,Sinoa
01,04,73,Bangkala
02,04,73,Tamalatea
03,04,73,Binamu
04,04,73,Batang
05,04,73,Kelara
06,04,73,Bangkala Barat
07,04,73,Bontoramba
08,04,73,Turatea
09,04,73,Arungkeke
10,04,73,Rumbia
11,04,73,Tarowang
01,05,73,Mappakasunggu
02,05,73,Mangarabombang (Mangara Bombang)
03,05,73,Polongbangkeng Selatan (Polombangkeng)
04,05,73,Polongbangkeng Utara (Polombangkeng)
05,05,73,Galesong Selatan
06,05,73,Galesong Utara
07,05,73,Pattallassang (Patallassang)
08,05,73,Sanrobone
09,05,73,Galesong
10,05,73,Kepulauan Tanakeke
11,05,73,Polongbangkeng Timur
12,05,73,Laikang
01,06,73,Bontonompo
02,06,73,Bajeng
03,06,73,Tompobullu (Tompobulu)
04,06,73,Tinggimoncong
05,06,73,Parangloe
06,06,73,Bontomarannu
07,06,73,Palangga (Pallangga)
08,06,73,Somba Opu (Upu)
09,06,73,Bungaya
10,06,73,Tombolopao (Tombolo Pao)
11,06,73,Biringbulu
12,06,73,Barombong
13,06,73,Pattalasang (Pattallassang)
14,06,73,Manuju
15,06,73,Bontolempangang
16,06,73,Bontonompo Selatan
17,06,73,Parigi
18,06,73,Bajeng Barat
01,07,73,Sinjai Barat
02,07,73,Sinjai Selatan
03,07,73,Sinjai Timur
04,07,73,Sinjai Tengah
05,07,73,Sinjai Utara
06,07,73,Bulupoddo
07,07,73,Sinjai Borong
08,07,73,Tellu Limpoe
09,07,73,Pulau Sembilan
01,08,73,Bontocani
02,08,73,Kahu
03,08,73,Kajuara
04,08,73,Salomekko
05,08,73,Tonra
06,08,73,Libureng
07,08,73,Mare
08,08,73,Sibulue
09,08,73,Barebbo
10,08,73,Cina
11,08,73,Ponre
12,08,73,Lappariaja
13,08,73,Lamuru
14,08,73,Ulaweng
15,08,73,Palakka
16,08,73,Awangpone
17,08,73,Tellu Siattinge
18,08,73,Ajangale
19,08,73,Dua Boccoe
20,08,73,Cenrana
21,08,73,Tanete Riattang
22,08,73,Tanete Riattang Barat
23,08,73,Tanete Riattang Timur
24,08,73,Amali
25,08,73,Tellulimpoe (Tellu Limpoe)
26,08,73,Bengo
27,08,73,Patimpeng
01,09,73,Mandai
02,09,73,Camba
03,09,73,Bantimurung
04,09,73,Maros Baru
05,09,73,Bontoa (Maros Utara)
06,09,73,Malllawa (Mallawa)
07,09,73,Tanralili
08,09,73,Marusu
09,09,73,Simbang
10,09,73,Cenrana
11,09,73,Tompobulu (Tompu Bulu)
12,09,73,Lau
13,09,73,Moncongloe (Moncong Loe)
14,09,73,Turikale
01,10,73,Liukang Tangaya
02,10,73,Liukang Kalmas (Kalukuang Masalima)
03,10,73,Liukang Tupabbiring
04,10,73,Pangkajene
05,10,73,Balocci
06,10,73,Bungoro
07,10,73,Labakkang
08,10,73,Marang (Ma Rang)
09,10,73,Segeri
10,10,73,Minasa Tene
11,10,73,Mandalle
12,10,73,Tondong Tallasa
13,10,73,Liukang Tupabbiring Utara
01,11,73,Tanete Riaja
02,11,73,Tanete Rilau
03,11,73,Barru
04,11,73,Soppeng Riaja
05,11,73,Mallusetasi
06,11,73,Pujananting
07,11,73,Balusu
01,12,73,Marioriwawo (Mario Riwawo)
02,12,73,Liliraja (Lili Riaja)
03,12,73,Lilirilau (Lili Rilau)
04,12,73,Lalabata
05,12,73,Marioriawa (Mario Riawa)
06,12,73,Donri Donri
07,12,73,Ganra
08,12,73,Citta
01,13,73,Sabangparu
02,13,73,Pammana
03,13,73,Takkalalla
04,13,73,Sajoanging
05,13,73,Majauleng
06,13,73,Tempe
07,13,73,Belawa
08,13,73,Tanasitolo
09,13,73,Maniangpajo
10,13,73,Pitumpanua
11,13,73,Bola
12,13,73,Penrang
13,13,73,Gilireng
14,13,73,Keera
01,14,73,Panca Lautang
02,14,73,Tellu Limpoe
03,14,73,Watang Pulu
04,14,73,Baranti
05,14,73,Panca Rijang
06,14,73,Kulo
07,14,73,Maritengngae
08,14,73,Watang Sidenreng (Wattang Sidenreng)
09,14,73,Dua Pitue
10,14,73,Pitu Riawa
11,14,73,Pitu Riase
01,15,73,Mattiro Sompe (Matirro Sompe)
02,15,73,Suppa
03,15,73,Mattiro Bulu
04,15,73,Watang Sawitto (Watang Sawito)
05,15,73,Patampanua
06,15,73,Duampanua
07,15,73,Lembang
08,15,73,Cempa
09,15,73,Tiroang
10,15,73,Lansirang (Lanrisang)
11,15,73,Paleteang
12,15,73,Batulappa (Batu Lappa)
01,16,73,Maiwa
02,16,73,Enrekang
03,16,73,Baraka
04,16,73,Anggeraja
05,16,73,Alla
06,16,73,Bungin
07,16,73,Cendana
08,16,73,Curio
09,16,73,Malua
10,16,73,Buntu Batu
11,16,73,Masalle
12,16,73,Baroko
01,17,73,Basse Sangtempe (Bassesang Tempe / Bastem)
02,17,73,Larompong
03,17,73,Suli
04,17,73,Bajo
05,17,73,Bua Ponrang (Bupon)
06,17,73,Walenrang
07,17,73,Belopa
08,17,73,Bua
09,17,73,Lamasi
10,17,73,Larompong Selatan
11,17,73,Ponrang
12,17,73,Latimojong
13,17,73,Kamanre
14,17,73,Belopa Utara
15,17,73,Walenrang Barat
16,17,73,Walenrang Utara
17,17,73,Walenrang Timur
18,17,73,Lamasi Timur
19,17,73,Suli Barat
20,17,73,Bajo Barat
21,17,73,Ponrang Selatan
22,17,73,Basse Sangtempe Utara
01,18,73,Saluputi (Saluputti)
02,18,73,Bittuang
03,18,73,Bonggakaradeng
05,18,73,Makale
09,18,73,Simbuang
11,18,73,Rantetayo
12,18,73,Mengkendek
13,18,73,Sangalla (Sanggala)
19,18,73,Gandangbatu Sillanan (Gandang Batu Sillanan)
20,18,73,Rembon
27,18,73,Makale Utara
28,18,73,Mappak
29,18,73,Makale Selatan
31,18,73,Masanda
33,18,73,Sangalla Selatan
34,18,73,Sangalla Utara
35,18,73,Malimbong Balepe
37,18,73,Rano
38,18,73,Kurra
01,22,73,Malangke
02,22,73,Bone Bone
03,22,73,Masamba
04,22,73,Sabbang
05,22,73,Rongkong (Limbong)
06,22,73,Sukamaju
07,22,73,Seko
08,22,73,Malangke Barat
09,22,73,Rampi
10,22,73,Mappedeceng
11,22,73,Baebunta
12,22,73,Tana Lili
13,22,73,Sukamaju Selatan
14,22,73,Baebunta Selatan
15,22,73,Sabbang Selatan
01,24,73,Mangkutana
02,24,73,Nuha
03,24,73,Towuti
04,24,73,Malili
05,24,73,Angkona
06,24,73,Wotu
07,24,73,Burau
08,24,73,Tomoni
09,24,73,Tomoni Timur
10,24,73,Kalaena
11,24,73,Wasuponda
01,26,73,Rantepao
02,26,73,Sesean
03,26,73,Nanggala
04,26,73,Rindingallo
05,26,73,Buntao
06,26,73,Sa'dan
07,26,73,Sanggalangi
08,26,73,Sopai
09,26,73,Tikala
10,26,73,Balusu
11,26,73,Tallunglipu
12,26,73,Dende' Piongan Napo
13,26,73,Buntu Pepasan
14,26,73,Baruppu
15,26,73,Kesu
16,26,73,Tondon
17,26,73,Bangkelekila
18,26,73,Rantebua
19,26,73,Sesean Suloara
20,26,73,Kapala Pitu (Kapalla Pitu)
21,26,73,Awan Rante Karua
01,71,73,Mariso
02,71,73,Mamajang
03,71,73,Makassar
04,71,73,Ujung Pandang
05,71,73,Wajo
06,71,73,Bontoala
07,71,73,Tallo
08,71,73,Ujung Tanah
09,71,73,Panakkukang
10,71,73,Tamalate
11,71,73,Biringkanaya (Biring Kanaya)
12,71,73,Manggala
13,71,73,Rappocini
14,71,73,Tamalanrea
15,71,73,Kepulauan Sangkarrang
01,72,73,Bacukiki
02,72,73,Ujung
03,72,73,Soreang
04,72,73,Bacukiki Barat
01,73,73,Wara
02,73,73,Wara Utara
03,73,73,Wara Selatan
04,73,73,Telluwanua
05,73,73,Wara Timur
06,73,73,Wara Barat
07,73,73,Sendana
08,73,73,Mungkajang
09,73,73,Bara
01,01,74,Wundulako
04,01,74,Kolaka
07,01,74,Pomalaa
08,01,74,Watubangga
10,01,74,Wolo
12,01,74,Baula
14,01,74,Latambaga
18,01,74,Tanggetada
20,01,74,Samaturu
24,01,74,Toari
25,01,74,Polinggona
27,01,74,Iwoimendaa
01,02,74,Lambuya
02,02,74,Unaaha
03,02,74,Wawotobi
04,02,74,Pondidaha
05,02,74,Sampara
10,02,74,Abuki
11,02,74,Soropia
15,02,74,Tongauna
16,02,74,Latoma
17,02,74,Puriala
18,02,74,Uepai
19,02,74,Wonggeduku
20,02,74,Besulutu
21,02,74,Bondoala
23,02,74,Routa
24,02,74,Anggaberi
25,02,74,Meluhu
28,02,74,Amonggedo
31,02,74,Asinua
32,02,74,Konawe
33,02,74,Kapoiala
36,02,74,Lalonggasumeeto
37,02,74,Onembute
38,02,74,Padangguni
39,02,74,Morosi
40,02,74,Anggalomoare
41,02,74,Wonggeduku Barat
42,02,74,Tongauna Utara
06,03,74,Napabalano
07,03,74,Maligano
13,03,74,Wakorumba Selatan
14,03,74,Lasalepa
15,03,74,Batalaiworu (Batalaiwaru)
16,03,74,Katobu
17,03,74,Duruka
18,03,74,Lohia
19,03,74,Watopute
20,03,74,Kontunaga
23,03,74,Kabangka
24,03,74,Kabawo
25,03,74,Parigi
26,03,74,Bone (Bone Tondo)
27,03,74,Tongkuno
28,03,74,Pasir Putih
30,03,74,Kontu Kowuna
31,03,74,Marobo
32,03,74,Tongkuno Selatan
33,03,74,Pasi Kolaga
34,03,74,Batukara
37,03,74,Towea
11,04,74,Pasarwajo (Pasar Wajo)
22,04,74,Kapontori
23,04,74,Lasalimu
24,04,74,Lasalimu Selatan
27,04,74,Siotapina (Siontapia / Siontapina)
28,04,74,Wolowa
29,04,74,Wabula
01,05,74,Tinanggea
02,05,74,Angata
03,05,74,Andoolo
04,05,74,Palangga
05,05,74,Landono
06,05,74,Lainea
07,05,74,Konda
08,05,74,Ranomeeto
09,05,74,Kolono
10,05,74,Moramo
11,05,74,Laonti
12,05,74,Lalembuu
13,05,74,Benua
14,05,74,Palangga Selatan
15,05,74,Mowila
16,05,74,Moramo Utara
17,05,74,Buke
18,05,74,Wolasi
19,05,74,Laeya
20,05,74,Baito
21,05,74,Basala
22,05,74,Ranomeeto Barat
23,05,74,Kolono Timur
24,05,74,Sabulakoa
25,05,74,Andoolo Barat
01,06,74,Poleang
02,06,74,Poleang Timur
03,06,74,Rarowatu
04,06,74,Rumbia
05,06,74,Kabaena
06,06,74,Kabaena Timur
07,06,74,Poleang Barat
08,06,74,Mata Oleo
09,06,74,Rarowatu Utara
10,06,74,Poleang Utara
11,06,74,Poleang Selatan
12,06,74,Poleang Tenggara
13,06,74,Kabaena Selatan
14,06,74,Kabaena Barat
15,06,74,Kabaena Utara
16,06,74,Kabaena Tengah
17,06,74,Kepulauan Masaloka Raya
18,06,74,Rumbia Tengah
19,06,74,Poleang Tengah
20,06,74,Tontonunu
21,06,74,Lantari Jaya
22,06,74,Mata Usu
01,07,74,Wangi Wangi
02,07,74,Kaledupa
03,07,74,Tomia
04,07,74,Binongko
05,07,74,Wangi Wangi Selatan
06,07,74,Kaledupa Selatan
07,07,74,Tomia Timur
08,07,74,Togo Binongko
01,08,74,Lasusua
02,08,74,Pakue
03,08,74,Batu Putih
04,08,74,Rante Angin
05,08,74,Kodeoha
06,08,74,Ngapa
07,08,74,Wawo
08,08,74,Lambai
09,08,74,Watunohu
10,08,74,Pakue Tengah
11,08,74,Pakue Utara
12,08,74,Porehu
13,08,74,Katoi
14,08,74,Tiwu
15,08,74,Tolala
01,09,74,Asera
02,09,74,Wiwirano
03,09,74,Langgikima
04,09,74,Molawe
05,09,74,Lasolo
06,09,74,Lembo
07,09,74,Sawa
08,09,74,Oheo
09,09,74,Andowia
10,09,74,Motui
11,09,74,Wawolesea
12,09,74,Lasolo Kepulauan
13,09,74,Landawe
01,10,74,Kulisusu (Kalingsusu/Kalisusu)
02,10,74,Kambowa
03,10,74,Bonegunu
04,10,74,Kulisusu Barat
05,10,74,Kulisusu Utara
06,10,74,Wakorumba Utara
01,11,74,Tirawuta
02,11,74,Loea
03,11,74,Ladongi
04,11,74,Poli Polia
05,11,74,Lambandia
06,11,74,Lalolae
07,11,74,Mowewe
08,11,74,Uluiwoi
09,11,74,Tinondo
10,11,74,Aere
11,11,74,Ueesi
12,11,74,Dangia
01,12,74,Wawonii Barat
02,12,74,Wawonii Utara
03,12,74,Wawonii Timur Laut
04,12,74,Wawonii Timur
05,12,74,Wawonii Tenggara
06,12,74,Wawonii Selatan
07,12,74,Wawonii Tengah
01,13,74,Sawerigadi
02,13,74,Barangka
03,13,74,Lawa
04,13,74,Wadaga
05,13,74,Tiworo Selatan
06,13,74,Maginti
07,13,74,Tiworo Tengah
08,13,74,Tiworo Utara
09,13,74,Tiworo Kepulauan
10,13,74,Kusambi
11,13,74,Napano Kusambi
01,14,74,Lakudo
02,14,74,Mawasangka Timur
03,14,74,Mawasangka Tengah
04,14,74,Mawasangka
05,14,74,Talaga Raya
06,14,74,Gu
07,14,74,Sangia Wambulu
01,15,74,Batauga
02,15,74,Sampolawa
03,15,74,Lapandewa
04,15,74,Batu Atas
05,15,74,Siompu Barat
06,15,74,Siompu
07,15,74,Kadatua
01,71,74,Mandonga
02,71,74,Kendari
03,71,74,Baruga
04,71,74,Poasia
05,71,74,Kendari Barat
06,71,74,Abeli
07,71,74,Wua-Wua
08,71,74,Kadia
09,71,74,Puuwatu
10,71,74,Kambu
11,71,74,Nambo
01,72,74,Betoambari
02,72,74,Wolio
03,72,74,Sorawolio (Sora Walio / Sorowalio)
04,72,74,Bungi
05,72,74,Kokalukuna
06,72,74,Murhum
07,72,74,Lea-Lea
08,72,74,Batupoaro
01,01,75,Limboto
02,01,75,Telaga
03,01,75,Batudaa
04,01,75,Tibawa
05,01,75,Batudaa Pantai
09,01,75,Boliyohuto (Boliohuto)
10,01,75,Telaga Biru
11,01,75,Bongomeme
13,01,75,Tolangohula
14,01,75,Mootilango
16,01,75,Pulubala
17,01,75,Limboto Barat
18,01,75,Tilango
19,01,75,Tabongo
20,01,75,Biluhu
21,01,75,Asparaga
22,01,75,Talaga Jaya (Telaga Jaya)
23,01,75,Bilato
24,01,75,Dungaliyo
01,02,75,Paguyaman
02,02,75,Wonosari
03,02,75,Dulupi
04,02,75,Tilamuta
05,02,75,Mananggu
06,02,75,Botumoito (Botumoita)
07,02,75,Paguyaman Pantai
01,03,75,Tapa
02,03,75,Kabila
03,03,75,Suwawa
04,03,75,Bonepantai
05,03,75,Bulango Utara
06,03,75,Tilongkabila
07,03,75,Botupingge (Botu Pingge)
08,03,75,Kabila Bone
09,03,75,Bone
10,03,75,Bone Raya
11,03,75,Suwawa Timur
12,03,75,Suwawa Selatan
13,03,75,Suwawa Tengah
14,03,75,Bulango Ulu
15,03,75,Bulango Selatan
16,03,75,Bulango Timur
17,03,75,Bulawa
18,03,75,Pinogu
01,04,75,Popayato
02,04,75,Lemito
03,04,75,Randangan
04,04,75,Marisa
05,04,75,Paguat
06,04,75,Patilanggio
07,04,75,Taluditi (Taluduti)
08,04,75,Dengilo
09,04,75,Buntulia
10,04,75,Duhiadaa
11,04,75,Wanggarasi
12,04,75,Popayato Timur
13,04,75,Popayato Barat
01,05,75,Atinggola
02,05,75,Kwandang
03,05,75,Anggrek
04,05,75,Sumalata
05,05,75,Tolinggula
06,05,75,Gentuma Raya
07,05,75,Tomilito (Tomolito)
08,05,75,Ponelo Kepulauan
09,05,75,Monano
10,05,75,Biau
11,05,75,Sumalata Timur
01,71,75,Kota Barat
02,71,75,Kota Selatan
03,71,75,Kota Utara
04,71,75,Dungingi
05,71,75,Kota Timur
06,71,75,Kota Tengah
07,71,75,Sipatana
08,71,75,Dumbo Raya
09,71,75,Hulonthalangi
01,01,76,Bambalamotu
02,01,76,Pasangkayu
03,01,76,Baras
04,01,76,Sarudu
05,01,76,Dapurang
06,01,76,Duripoku
07,01,76,Bulu Taba
08,01,76,Tikke Raya
09,01,76,Pedongga
10,01,76,Bambaira
11,01,76,Sarjo
12,01,76,Lariang
01,02,76,Mamuju
02,02,76,Tapalang
03,02,76,Kalukku
04,02,76,Kalumpang
07,02,76,Papalang
08,02,76,Sampaga
11,02,76,Tommo
12,02,76,Simboro (Simboro dan Kepulauan)
13,02,76,Tapalang Barat
15,02,76,Bonehau
16,02,76,Kep. Bala Balakang
01,03,76,Mambi
02,03,76,Aralle
03,03,76,Mamasa
04,03,76,Pana
05,03,76,Tabulahan
06,03,76,Sumarorong
07,03,76,Messawa
08,03,76,Sesenapadang
09,03,76,Tanduk Kalua
10,03,76,Tabang
11,03,76,Bambang
12,03,76,Balla
13,03,76,Nosu
14,03,76,Tawalian
15,03,76,Rantebulahan Timur
16,03,76,Buntumalangka
17,03,76,Mehalaan
01,04,76,Tinambung
02,04,76,Campalagian
03,04,76,Wonomulyo
04,04,76,Polewali
05,04,76,"Tutar (Tubbi Taramanu, Tutallu)"
06,04,76,Binuang
07,04,76,Tapango
08,04,76,Mapilli
09,04,76,Matangnga
10,04,76,Luyo
11,04,76,Limboro
12,04,76,Balanipa
13,04,76,Anreapi
14,04,76,Matakali
15,04,76,Allu (Alu)
16,04,76,Bulo
01,05,76,Banggae
02,05,76,Pamboang
03,05,76,Sendana
04,05,76,Malunda
05,05,76,Ulumanda (Ulumunda)
06,05,76,Tammerodo Sendana (Tammeredo Sendana)
07,05,76,Tubo Sendana
08,05,76,Banggae Timur
01,06,76,Tobadak
02,06,76,Pangale
03,06,76,Budong-Budong
04,06,76,Topoyo
05,06,76,Karossa
01,01,81,Amahai
02,01,81,Teon Nila Serua
06,01,81,Seram Utara
09,01,81,Banda
11,01,81,Tehoru
12,01,81,Saparua
13,01,81,Pulau Haruku
14,01,81,Salahutu
15,01,81,Leihitu
16,01,81,Nusa Laut
17,01,81,Kota Masohi
20,01,81,Seram Utara Barat
21,01,81,Teluk Elpaputih
22,01,81,Leihitu Barat
23,01,81,Telutih
24,01,81,Seram Utara Timur Seti
25,01,81,Seram Utara Timur Kobi
26,01,81,Saparua Timur
01,02,81,Kei Kecil
03,02,81,Kei Besar
04,02,81,Kei Besar Selatan
05,02,81,Kei Besar Utara Timur
13,02,81,Kei Kecil Timur
14,02,81,Kei Kecil Barat
15,02,81,Manyeuw
16,02,81,Hoat Sorbay
17,02,81,Kei Besar Utara Barat
18,02,81,Kei Besar Selatan Barat
19,02,81,Kei Kecil Timur Selatan
01,03,81,Tanimbar Selatan
02,03,81,Selaru
03,03,81,Wertamrian (Wer Tamrian)
04,03,81,Wermaktian (Wer Maktian)
05,03,81,Tanimbar Utara
06,03,81,Fordata (Yaru)
07,03,81,Wuar Labobar
08,03,81,Kormomolin
09,03,81,Nirunmas
18,03,81,Molu Maru
01,04,81,Namlea
02,04,81,Air Buaya (Airbuaya)
03,04,81,Waeapo
06,04,81,Waplau
10,04,81,Batabual
11,04,81,Lolong Guba
12,04,81,Waelata
13,04,81,Fena Leisela
14,04,81,Teluk Kaiely
15,04,81,Lilialy
01,05,81,Bula
02,05,81,Seram Timur
03,05,81,Werinama
04,05,81,Pulau Gorom
05,05,81,Wakate
06,05,81,Tutuk Tolu
07,05,81,Siwalalat
08,05,81,Kilmury
09,05,81,Pulau Panjang
10,05,81,Teor
11,05,81,Gorom Timur
12,05,81,Bula Barat
13,05,81,Kian Darat
14,05,81,Siritaun Wida Timur
15,05,81,Teluk Waru
01,06,81,Kairatu
02,06,81,Seram Barat
03,06,81,Taniwel
04,06,81,Huamual Belakang
05,06,81,Amalatu
06,06,81,Inamosol
07,06,81,Kairatu Barat
08,06,81,Huamual
09,06,81,Kepulauan Manipa
10,06,81,Taniwel Timur
11,06,81,Elpaputih
